rain
6.017000
4.929000
0.380000
0.073000
0.534000
4.487000
3.600000
0.345000
0.454000
2.990000
3.307000
0.688000
0.027000
0.323000
1.320000
3.852000
1.494000
0.601000
6.466000
0.263000
0.861000
2.448000
12.039000
3.589000
14.421000
3.048000
18.185000
12.320000
8.048000
4.279000
6.610000
7.564000
4.336000
0.297000
7.134000
0.021000
0.066000
24.037000
3.587000
1.143000
3.123000
5.208000
4.105000
5.910000
2.599000
1.390000
0.152000
3.199000
0.579000
16.399000
3.844000
2.429000
0.003000
0.504000
5.090000
6.077000
14.087000
7.309000
3.936000
3.583000
0.299000
0.191000
1.133000
0.092000
0.250000
0.060000
1.591000
0.867000
1.370000
0.127000
0.028000
5.436000
0.016000
0.636000
0.001000
0.000000
0.047000
1.096000
0.102000
0.240000
0.037000
0.131000
2.248000
0.466000
0.000000
0.049000
0.010000
0.799000
0.000000
0.005000
0.002000
0.642000
3.248000
0.047000
1.014000
0.821000
0.350000
0.000000
0.009000
0.149000
0.007000
0.307000
0.302000
1.651000
0.583000
1.476000
2.669000
2.072000
0.979000
0.552000
0.616000
0.171000
0.001000
0.022000
0.060000
2.494000
0.034000
0.138000
0.005000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
2.203000
0.487000
5.413000
4.090000
1.393000
4.358000
0.497000
0.000000
0.000000
9.743000
0.936000
1.689000
0.000000
0.007000
0.000000
0.195000
0.003000
0.000000
0.000000
0.000000
0.000000
0.000000
0.045000
0.478000
0.320000
0.004000
0.142000
1.073000
0.594000
0.460000
2.344000
4.364000
0.191000
4.216000
4.977000
0.026000
0.054000
1.092000
0.000000
0.000000
0.000000
0.000000
0.006000
2.627000
2.048000
1.370000
4.384000
24.967000
0.521000
1.784000
0.179000
1.605000
5.615000
0.053000
0.118000
9.268000
3.191000
0.793000
0.000000
13.063000
2.452000
0.027000
7.426000
0.733000
0.872000
0.013000
0.095000
0.000000
0.000000
0.000000
4.313000
0.313000
0.000000
0.000000
0.000000
0.025000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.726000
0.117000
0.676000
0.806000
0.000000
0.000000
0.000000
0.000000
0.017000
0.381000
3.093000
0.053000
0.061000
0.995000
1.288000
0.209000
0.000000
0.282000
0.838000
4.614000
1.823000
1.657000
0.000000
10.416000
0.041000
0.398000
0.000000
0.000000
20.916000
0.736000
0.011000
0.000000
0.145000
6.152000
1.643000
0.722000
0.418000
1.667000
0.303000
0.013000
1.105000
1.476000
0.239000
0.002000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.463000
2.431000
1.770000
6.124000
1.698000
0.069000
0.566000
0.349000
8.646000
0.060000
0.001000
0.002000
0.563000
2.426000
11.628000
0.138000
0.318000
6.508000
1.793000
3.046000
5.595000
0.001000
0.000000
0.874000
1.658000
11.794000
0.000000
0.041000
0.025000
2.302000
1.598000
0.058000
3.294000
6.240000
1.142000
0.253000
0.005000
0.001000
2.842000
0.792000
8.392000
1.385000
7.989000
2.926000
9.125000
1.630000
0.105000
1.954000
1.506000
0.994000
1.013000
0.612000
0.418000
0.022000
0.228000
1.586000
1.902000
0.470000
1.284000
1.875000
0.171000
7.129000
1.062000
5.397000
1.499000
0.008000
1.140000
0.268000
0.159000
3.892000
5.721000
4.458000
1.998000
0.034000
0.072000
0.004000
0.000000
0.002000
0.006000
0.001000
0.000000
0.661000
27.638000
32.307000
4.643000
1.850000
2.291000
0.054000
0.298000
0.000000
0.357000
0.795000
0.293000
0.885000
0.531000
3.566000
0.207000
1.745000
0.637000
0.874000
17.433000
11.963000
3.914000
14.571000
1.673000
3.809000
5.859000
14.258000
2.446000
3.780000
1.112000
13.413000
8.988000
3.576000
11.868000
7.179000
4.698000
0.237000
3.005000
0.000000
0.000000
0.025000
0.025000
2.469000
5.062000
0.068000
0.518000
0.000000
0.000000
1.490000
1.233000
0.000000
0.000000
0.000000
0.068000
0.001000
0.044000
0.262000
3.073000
0.110000
0.050000
0.000000
0.160000
2.887000
8.082000
5.878000
6.346000
5.006000
3.261000
2.331000
0.334000
1.274000
3.604000
0.236000
0.002000
0.000000
0.044000
1.877000
11.299000
8.809000
23.223000
3.989000
0.100000
0.688000
6.075000
10.509000
0.041000
2.203000
3.752000
18.289000
0.158000
1.746000
4.118000
3.820000
2.293000
0.162000
0.186000
0.236000
0.051000
1.433000
0.275000
7.100000
3.663000
9.111000
5.586000
6.146000
1.439000
1.182000
0.038000
0.059000
0.039000
0.000000
0.000000
0.000000
0.000000
0.022000
1.305000
3.301000
6.616000
0.338000
8.815000
1.638000
5.234000
2.600000
0.463000
0.040000
0.000000
0.000000
0.004000
0.144000
0.000000
0.000000
0.093000
0.185000
2.001000
4.735000
2.316000
3.901000
0.255000
0.024000
0.145000
0.035000
0.000000
0.000000
0.000000
5.805000
1.760000
1.166000
0.191000
3.662000
2.762000
0.746000
0.697000
1.348000
0.000000
0.000000
0.001000
0.003000
0.286000
0.876000
0.002000
1.940000
1.330000
1.410000
0.016000
0.010000
0.000000
0.003000
0.006000
0.169000
0.313000
0.000000
0.039000
0.012000
0.013000
0.113000
0.094000
0.037000
0.020000
5.462000
2.688000
0.241000
0.108000
1.077000
0.039000
2.607000
6.897000
2.085000
2.851000
0.650000
3.195000
1.052000
2.820000
3.436000
1.882000
6.728000
5.966000
0.058000
5.874000
5.866000
0.791000
0.118000
1.785000
0.247000
0.541000
0.100000
0.421000
0.400000
1.801000
0.231000
4.516000
0.129000
0.000000
0.000000
2.065000
1.803000
1.583000
0.000000
1.912000
1.732000
0.470000
0.216000
0.521000
0.250000
0.032000
0.792000
0.635000
2.481000
0.038000
0.169000
2.784000
2.637000
1.432000
0.001000
0.000000
0.000000
0.000000
0.000000
1.407000
0.001000
0.000000
0.041000
0.137000
1.213000
13.381000
0.765000
0.962000
0.385000
0.132000
0.008000
0.000000
0.000000
0.000000
0.054000
1.087000
0.367000
0.176000
0.859000
0.000000
0.087000
0.505000
6.438000
0.009000
0.005000
0.001000
0.666000
0.447000
0.000000
0.003000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
