flow
0.571000
0.623000
1.202000
1.342000
0.898000
0.809000
1.246000
1.352000
1.295000
1.079000
2.093000
2.941000
1.445000
1.013000
0.889000
1.128000
2.489000
1.490000
1.161000
2.640000
1.253000
1.134000
1.556000
2.974000
1.834000
5.458000
2.490000
3.318000
3.036000
6.627000
7.136000
5.402000
4.535000
3.582000
2.730000
4.550000
2.556000
2.157000
5.923000
4.910000
2.828000
2.263000
2.398000
2.180000
2.633000
2.563000
2.032000
1.613000
3.662000
2.329000
6.635000
7.500000
3.195000
1.987000
1.600000
2.795000
3.957000
5.038000
3.106000
2.626000
2.191000
1.884000
2.408000
3.148000
2.185000
1.609000
1.420000
1.328000
1.323000
1.217000
1.086000
0.957000
1.127000
1.003000
0.903000
1.054000
0.814000
0.737000
0.691000
0.664000
0.628000
0.600000
0.576000
0.625000
0.610000
0.574000
0.544000
0.512000
0.497000
0.480000
0.466000
0.460000
0.468000
0.462000
0.444000
0.437000
0.558000
0.489000
0.440000
0.432000
0.423000
0.408000
0.408000
0.402000
0.398000
0.443000
0.466000
0.547000
0.601000
0.693000
0.540000
0.532000
0.513000
0.448000
0.408000
0.370000
0.357000
0.442000
0.370000
0.340000
0.325000
0.308000
0.288000
0.282000
0.264000
0.264000
0.269000
0.271000
0.288000
0.324000
0.336000
0.326000
0.329000
0.302000
0.301000
0.343000
0.523000
0.439000
0.367000
0.326000
0.300000
0.281000
0.264000
0.253000
0.240000
0.233000
0.234000
0.221000
0.216000
0.221000
0.216000
0.216000
0.216000
0.216000
0.216000
0.216000
0.217000
0.216000
0.250000
0.275000
0.281000
0.252000
0.240000
0.219000
0.216000
0.211000
0.192000
0.192000
0.192000
0.192000
0.193000
0.192000
0.357000
0.510000
0.430000
0.331000
0.283000
0.273000
0.274000
0.243000
0.233000
0.340000
0.518000
0.387000
0.361000
0.871000
1.293000
0.594000
0.520000
0.770000
0.459000
0.360000
0.297000
0.264000
0.248000
0.231000
0.224000
0.216000
0.214000
0.192000
0.192000
0.168000
0.168000
0.168000
0.168000
0.168000
0.168000
0.168000
0.168000
0.168000
0.164000
0.144000
0.144000
0.144000
0.144000
0.144000
0.132000
0.120000
0.120000
0.141000
0.130000
0.143000
0.136000
0.140000
0.129000
0.128000
0.144000
0.144000
0.144000
0.144000
0.168000
0.203000
0.256000
0.197000
0.169000
0.235000
0.384000
0.257000
0.195000
0.171000
0.169000
0.182000
0.179000
0.168000
0.168000
0.168000
0.168000
0.151000
0.154000
0.152000
0.154000
0.189000
0.168000
0.145000
0.144000
0.144000
0.144000
0.137000
0.132000
0.144000
0.144000
0.144000
0.385000
0.291000
0.345000
0.239000
0.194000
0.211000
0.282000
0.245000
0.211000
0.192000
0.237000
0.382000
0.350000
0.268000
0.608000
0.434000
1.169000
2.291000
0.816000
0.448000
0.383000
0.560000
1.638000
0.723000
0.455000
0.361000
0.322000
0.354000
0.354000
0.337000
1.057000
1.089000
0.710000
0.490000
0.391000
0.355000
0.448000
1.001000
0.611000
1.467000
1.183000
2.243000
1.524000
0.812000
0.601000
0.489000
0.442000
0.404000
0.369000
0.360000
0.348000
0.336000
0.313000
0.362000
0.377000
0.364000
0.483000
0.633000
3.105000
1.603000
1.282000
1.179000
0.810000
0.610000
0.522000
0.462000
0.446000
1.296000
1.478000
0.920000
0.668000
0.555000
0.485000
0.439000
0.405000
0.381000
0.360000
0.336000
0.354000
2.367000
3.967000
3.237000
3.337000
4.229000
3.028000
1.545000
1.176000
0.991000
1.268000
1.093000
0.900000
0.792000
2.635000
2.359000
4.112000
2.081000
1.580000
3.850000
5.786000
2.820000
5.538000
3.642000
2.301000
3.005000
6.235000
6.114000
3.000000
2.490000
4.822000
6.084000
2.895000
3.212000
3.763000
4.021000
3.327000
2.638000
1.911000
1.543000
1.332000
1.181000
1.836000
3.473000
2.817000
3.001000
1.742000
1.315000
1.162000
1.261000
1.136000
0.997000
0.926000
0.873000
0.823000
0.775000
0.748000
0.717000
0.686000
0.671000
0.635000
0.610000
0.600000
0.600000
0.600000
0.607000
0.596000
0.576000
0.587000
0.564000
0.741000
1.955000
2.023000
1.875000
1.658000
1.807000
4.145000
6.295000
6.887000
10.533000
9.859000
5.826000
3.800000
4.019000
4.712000
3.131000
2.322000
2.329000
5.529000
5.185000
3.128000
3.143000
3.401000
2.721000
2.370000
1.915000
1.640000
1.489000
1.372000
1.260000
1.745000
2.309000
3.532000
5.635000
3.643000
2.994000
1.920000
1.522000
1.304000
1.196000
1.097000
1.015000
0.938000
0.891000
0.851000
0.829000
1.406000
3.599000
1.519000
1.891000
1.694000
1.794000
2.036000
1.307000
1.027000
0.894000
0.814000
0.753000
0.694000
0.656000
0.629000
0.596000
0.576000
0.592000
0.608000
0.632000
0.623000
0.584000
0.571000
0.544000
0.515000
0.493000
0.467000
0.456000
0.477000
0.537000
0.503000
0.450000
0.469000
0.480000
0.480000
0.462000
0.453000
0.428000
0.408000
0.385000
0.373000
0.364000
0.360000
0.360000
0.360000
0.360000
0.360000
0.360000
0.348000
0.336000
0.316000
0.312000
0.312000
0.297000
0.300000
0.293000
0.288000
0.288000
0.288000
0.288000
0.287000
0.280000
0.317000
0.300000
0.288000
0.279000
0.269000
0.264000
0.269000
1.053000
1.092000
0.691000
0.789000
0.662000
0.659000
0.510000
0.483000
0.487000
0.463000
0.637000
0.638000
0.549000
0.949000
0.701000
0.509000
0.438000
0.445000
0.383000
0.354000
0.322000
0.295000
0.300000
0.288000
0.309000
0.340000
0.295000
0.264000
0.271000
0.264000
0.396000
0.376000
0.294000
